"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.966982000E0,2.197814290E0,-2.386716485E0,5.522331487E0,6.404915947E0
2.976939000E0,3.024791554E0,-2.387377220E0,4.960799979E0,6.281597756E0
2.986897000E0,3.936293537E0,-8.597722507E-1,4.427543267E0,5.986380752E0
2.996854000E0,4.755630537E0,1.705066795E0,3.614261059E0,6.211775719E0
3.006811000E0,5.647094697E0,1.313402165E0,3.092639136E0,6.571082147E0
3.016768000E0,5.813164977E0,-2.879636765E-2,2.651749721E0,6.389482988E0
3.026725000E0,4.588859176E0,-2.975947423E0,1.492494194E0,5.669341277E0
3.036682000E0,2.097228147E0,-5.201379574E0,9.777801722E-1,5.692870053E0
3.046639000E0,6.936224484E-1,-2.020901810E0,-1.540624380E-2,2.136678165E0
3.056596000E0,9.412833139E-1,-1.499821340E0,1.479241772E-1,1.776896140E0
3.066553000E0,7.567826101E-1,1.196638530E0,7.375726064E-1,1.596457654E0
3.076511000E0,-5.834410250E-1,-2.401630393E0,-2.645980565E-1,2.485607392E0
3.086468000E0,-6.420229923E0,-7.681486033E0,-4.969257684E-1,1.002354803E1
3.096425000E0,-7.788982415E0,-8.433785291E0,2.660872546E0,1.178461811E1
3.106382000E0,-8.015473144E0,-9.006744597E0,3.333511092E0,1.250925874E1
3.116339000E0,-7.419216192E0,-9.299604732E0,1.916100994E0,1.204984897E1
3.126296000E0,-6.584853601E0,-9.668605555E0,7.550122194E-1,1.172229814E1
3.136253000E0,-6.095512403E0,-1.188507626E1,1.285042584E-1,1.335765034E1
3.146210000E0,-7.378553485E0,-1.251015063E1,-1.050583270E0,1.456195885E1
3.156167000E0,-6.937452400E0,-1.033633829E1,-2.821201153E0,1.276429829E1
3.166124000E0,-4.147697865E0,-6.604442943E0,-4.306027601E0,8.908643997E0
3.176082000E0,-2.213305026E0,-2.418191462E0,-4.408589517E0,5.493817490E0
3.186039000E0,5.732662851E-1,3.479800826E-1,-3.378178557E0,3.444098537E0
